TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
天仙子·水调数声持酒听,宋代,张先,水调数声持酒听，午醉醒来愁未醒。#送春春去几时回？#临晚镜，伤流景，往事后期空记省。#沙上并禽池上暝，云破月来花弄影。#重重帘幕密遮灯，风不定，人初静，明日落红应满径。,手执酒杯细听那《水调歌》声声，午间醉酒虽醒愁还没有醒。送走了春天，春天何时再回来？临近傍晚照镜，感伤逝去的年景，如烟往事在日后空自让人沉吟。鸳鸯于黄昏后在池边并眠，花枝在月光下舞弄自己的倩影。一重重帘幕密密地遮住灯光，风儿还没有停，人声已安静，明日落花定然铺满园中小径。,张先（990－1078），字子野，乌程（今浙江湖州吴兴）人。北宋时期著名的词人，曾任安陆县的知县，因此人称“张安陆”。天圣八年进士，官至尚书都官郎中。晚年退居湖杭之间。曾与梅尧臣、欧阳修、苏轼等游。善作慢词，与柳永齐名，造语工巧，曾因三处善用“影”字，世称张三影。
千秋岁·数声鶗鴂,宋代,张先,数声鶗鴂，又报芳菲歇。#惜春更把残红折。#雨轻风色暴，梅子青时节。#永丰柳，无人尽日花飞雪。#莫把幺弦拨，怨极弦能说。#天不老，情难绝。#心似双丝网，中有千千结。#夜过也，东窗未白凝残月。,数声杜鹃的鸣啼，又报告烂漫春光将要凋谢。惜春人更想将那残花折。怎奈何雨虽轻柔风却猛烈，正赶上这梅子发青的暮春时节。看那永丰坊的柳树，在无人的园中整日撒飞絮如飘雪。切莫把琵琶的细弦拨动，我深深的哀怨细弦也难倾泻。天如有情不会老，真情永不会灭绝。多情的心就像那双丝网，中间有千千万万个结。中夜已经过去了，东方未白，尚留一弯残月。,张先（990－1078），字子野，乌程（今浙江湖州吴兴）人。北宋时期著名的词人，曾任安陆县的知县，因此人称“张安陆”。天圣八年进士，官至尚书都官郎中。晚年退居湖杭之间。曾与梅尧臣、欧阳修、苏轼等游。善作慢词，与柳永齐名，造语工巧，曾因三处善用“影”字，世称张三影。
青门引·春思,宋代,张先,乍暖还轻冷。#风雨晚来方定。#庭轩寂寞近清明，残花中酒，又是去年病。#楼头画角风吹醒。#入夜重门静。#那堪更被明月，隔墙送过秋千影。,天气刚刚变暖，时而还透出一丝丝的微寒。一整天风雨交加，直到傍晚方才停止。时近清明，庭院里空空荡荡，寂寞无声。目睹残花落叶更令人伤情，不觉借酒消愁竟然大醉酩酊，这又是去年种下的旧病。一阵阵轻冷的晚风，夹着城楼上画角凄厉的嘶鸣，把我吹醒。夜幕降临，重门紧闭，更显得庭院中死一般的寂静。正心烦意乱、心绪不宁，哪料到那溶溶的月光，把邻院中荡秋千的少女倩影送入我的眼里。,张先（990－1078），字子野，乌程（今浙江湖州吴兴）人。北宋时期著名的词人，曾任安陆县的知县，因此人称“张安陆”。天圣八年进士，官至尚书都官郎中。晚年退居湖杭之间。曾与梅尧臣、欧阳修、苏轼等游。善作慢词，与柳永齐名，造语工巧，曾因三处善用“影”字，世称张三影。
醉垂鞭·双蝶绣罗裙,宋代,张先,双蝶绣罗裙。#东池宴。#初相见。#朱粉不深匀。#闲花淡淡春。#细看诸处好。#人人道。#柳腰身。#昨日乱山昏。#来时衣上云。,池东的酒宴上初次见到你，穿的是绣有双蝶的罗裙。娇美的脸上只涂着淡淡的白粉，恰如一朵野花，恬淡而幽雅地沐浴着芳春。细细端详，你真是尽善尽美，人人都夸赞你细柳般的腰身。你的到来，莫不是昨晚从巫山深处飘然而至？因为你来的时候，衣服上还像带着浮动的白云。,张先（990－1078），字子野，乌程（今浙江湖州吴兴）人。北宋时期著名的词人，曾任安陆县的知县，因此人称“张安陆”。天圣八年进士，官至尚书都官郎中。晚年退居湖杭之间。曾与梅尧臣、欧阳修、苏轼等游。善作慢词，与柳永齐名，造语工巧，曾因三处善用“影”字，世称张三影。
浣溪沙·一曲新词酒一杯,宋代,晏殊,一曲新词酒一杯，去年天气旧亭台。#夕阳西下几时回？#无可奈何花落去，似曾相识燕归来。#小园香径独徘徊。,听一支新曲喝一杯美酒，还是去年的天气旧日的亭台，西落的夕阳何时再回来？那花儿落去我也无可奈何，那归来的燕子似曾相识，在小园的花径上独自徘徊。,晏殊（991-1055）字同叔，著名词人、诗人、散文家，北宋抚州府临川城人（今江西进贤县文港镇沙河人，位于香楠峰下，其父为抚州府手力节级），是当时的抚州籍第一个宰相。晏殊与其第七子晏几道（1037-1110），在当时北宋词坛上，被称为“大晏”和“小晏”。
浣溪沙·一向年光有限身,宋代,晏殊,一向年光有限身，等闲离别易销魂，酒筵歌席莫辞频。#满目山河空念远，落花风雨更伤春，不如怜取眼前人。,N/A,晏殊（991-1055）字同叔，著名词人、诗人、散文家，北宋抚州府临川城人（今江西进贤县文港镇沙河人，位于香楠峰下，其父为抚州府手力节级），是当时的抚州籍第一个宰相。晏殊与其第七子晏几道（1037-1110），在当时北宋词坛上，被称为“大晏”和“小晏”。
清平乐·红笺小字,宋代,晏殊,红笺小字。#说尽平生意。#鸿雁在云鱼在水。#惆怅此情难寄。#斜阳独倚西楼。#遥山恰对帘钩。#人面不知何处，绿波依旧东流。,精美的红格信笺写满密密小字，说的都是我平生对你的爱慕之情。鸿雁飞翔云端且鱼儿游戏水里，这番满腹惆怅的情意难以传寄。在斜阳里我独自一人倚着西楼，遥远的群山恰好正对窗上帘钩。桃花般的人面不知到何处去了，唯有碧波绿水依旧向东方流去。,晏殊（991-1055）字同叔，著名词人、诗人、散文家，北宋抚州府临川城人（今江西进贤县文港镇沙河人，位于香楠峰下，其父为抚州府手力节级），是当时的抚州籍第一个宰相。晏殊与其第七子晏几道（1037-1110），在当时北宋词坛上，被称为“大晏”和“小晏”。
山亭柳·赠歌者,宋代,晏殊,家住西秦。#赌博艺随身。#花柳上、斗尖新。#偶学念奴声调，有时高遏行云。#蜀锦缠头无数，不负辛勤。#数年来往咸京道，残杯冷炙谩消魂。#衷肠事、托何人。#若有知音见采，不辞遍唱阳春。#一曲当筵落泪，重掩罗巾。,我家注在西秦，开始只是靠小小的随身技艺维持生活。在吟词唱曲上别出新裁，翻新花样。我偶然学得了念奴的唱腔，声调有时高亢能遏止住行云。所得的财物不计其数。没辜负我的一番辛劳。数年来往返于咸京道上，所挣得的不过是一些剩洒冷饭。满腹心事，该向何人去诉说？若得知音赏识，我不会拒绝为他唱那些最难最高雅的歌曲。唱完一曲后我在酒宴上当众落下泪来，再次拿起罗帕掩面而泣。,晏殊（991-1055）字同叔，著名词人、诗人、散文家，北宋抚州府临川城人（今江西进贤县文港镇沙河人，位于香楠峰下，其父为抚州府手力节级），是当时的抚州籍第一个宰相。晏殊与其第七子晏几道（1037-1110），在当时北宋词坛上，被称为“大晏”和“小晏”。
蝶恋花·槛菊愁烟兰泣露,宋代,晏殊,槛菊愁烟兰泣露，罗幕轻寒，燕子双飞去。#明月不谙离恨苦，斜光到晓穿朱户。#昨夜西风凋碧树，独上高楼，望尽天涯路。#欲寄彩笺兼尺素，山长水阔知何处？,清晨栏杆外的菊花笼罩着一层愁惨的烟雾，兰花沾露似乎是饮泣的露珠。罗幕之间透露着缕缕轻寒，一双燕子飞去。明月不明白离别之苦，斜斜的银辉直到破晓还穿入朱户。昨天夜里西风惨烈，凋零了绿树。我独自登上高楼，望尽那消失在天涯的道路。想给我的心上人寄一封信。但是高山连绵，碧水无尽，又不知道我的心上人在何处。,晏殊（991-1055）字同叔，著名词人、诗人、散文家，北宋抚州府临川城人（今江西进贤县文港镇沙河人，位于香楠峰下，其父为抚州府手力节级），是当时的抚州籍第一个宰相。晏殊与其第七子晏几道（1037-1110），在当时北宋词坛上，被称为“大晏”和“小晏”。
破阵子·春景,宋代,晏殊,燕子来时新社，梨花落后清明。#池上碧苔三四点，叶底黄鹂一两声。#日长飞絮轻。#巧笑东邻女伴，采桑径里逢迎。#疑怪昨宵春梦好，元是今朝斗草赢。#笑从双脸生。,燕子飞来正赶上社祭之时，清明节后梨花纷飞。几片碧苔点缀着池中清水，黄鹂的歌声萦绕着树上枝叶，只见那柳絮飘飞。在采桑的路上邂逅巧笑着的东邻女伴。怪不得我昨晚做了个春宵美梦，原来它是预兆我今天斗草获得胜利啊!不由得脸颊上也浮现出了笑意。,晏殊（991-1055）字同叔，著名词人、诗人、散文家，北宋抚州府临川城人（今江西进贤县文港镇沙河人，位于香楠峰下，其父为抚州府手力节级），是当时的抚州籍第一个宰相。晏殊与其第七子晏几道（1037-1110），在当时北宋词坛上，被称为“大晏”和“小晏”。
离亭燕·一带江山如画,宋代,张昪,一带江山如画，风物向秋潇洒。#水浸碧天何处断？#霁色冷光相射。#蓼屿荻花洲，掩映竹篱茅舍。#云际客帆高挂，烟外酒旗低亚。#多少六朝兴废事，尽入渔樵闲话。#怅望倚层楼，寒日无言西下。,金陵风光美丽如画，秋色明净清爽。碧天与秋水一色，何处是尽头呢？雨后晴朗的天色与秋水闪烁的冷光相辉映。蓼草荻花丛生的小岛上，隐约可见几间竹篱环绕的草舍。江水尽头客船上的帆仿佛高挂在云端，烟雾笼罩的岸边，有低垂的酒旗。那些六朝兴盛和衰亡的往事，如今已成为渔民、樵夫闲谈的话题。在高楼上独自遥望，倍感苍凉，凄冷的太阳默默地向西落下。,张昪（992─1077）字杲卿，韩城（今属陕西）人。南宋初人，作者经历宋由盛到衰的时代。此词为作者退居期间所作。大中祥符八年（1015）进士，官至御史中丞、参知政事兼枢密使，以太子太师致仕。熙宁十年卒，年八十六，谥康节。
玉楼春·春景,宋代,宋祁,东城渐觉风光好。#縠皱波纹迎客棹。#绿杨烟外晓寒轻，红杏枝头春意闹。#浮生长恨欢娱少。#肯爱千金轻一笑。#为君持酒劝斜阳，且向花间留晚照。,信步东城感到春光越来越好，皱纱般的水波上船儿慢摇。条条绿柳在霞光晨雾中轻摆曼舞，粉红的杏花开满枝头春意妖娆。总是抱怨人生短暂欢娱太少，怎肯为吝惜千金而轻视欢笑？让我为你举起酒杯奉劝斜阳，请留下来把晚花照耀。,宋祁（998～1061）北宋文学家。字子京，安州安陆（今湖北安陆）人，后徙居开封雍丘（今河南杞县）。天圣二年进士，官翰林学士、史馆修撰。与欧阳修等合修《新唐书》，书成，进工部尚书，拜翰林学士承旨。卒谥景文，与兄宋庠并有文名，时称“二宋”。诗词语言工丽，因《玉楼春》词中有“红杏枝头春意闹”句，世称“红杏尚书”。
贺圣朝·留别,宋代,叶清臣,满斟绿醑留君住。#莫匆匆归去。#三分春色二分愁，更一分风雨。#花开花谢、都来几许。#且高歌休诉。#不知来岁牡丹时，再相逢何处。,斟满淡绿色的美酒，请您再住几日，不要就这样匆匆离去。剩下的三分春色，二分都是离愁别绪，一分又充满了凄风苦雨。年年都见花开花谢，相思之情又有多少呢？就让我们高歌畅饮，不要谈论伤感之事。明年牡丹盛开的时候，不知我们会在哪里相逢？,叶清臣（1000─1049）北宋名臣。字道卿，长洲人（今苏州市）。天圣二年（1024）榜眼。历任光禄寺丞、集贤校理，迁太常丞，进直史馆。论范仲淹、余靖以言事被黜事，为仁宗采纳，仲淹等得近徙。同修起居注，权三司使。知永兴军时，修复三白渠，溉田六千顷，实绩显著，后人称颂。著作今存《述煮茶小品》等。皇祐元年卒，年五十（一作四十七）。《宋史》、《东都事略》有传。《全宋词》录其词一首。
诉衷情·眉意,宋代,欧阳修,清晨帘幕卷轻霜。#呵手试梅妆。#都缘自有离恨，故画作远山长。#思往事，惜流芳。#易成伤。#拟歌先敛，欲笑还颦，最断人肠。,清晨卷起结着清霜的幕帘，呵暖双手试梳新式梅花妆。都因为内心有太多离愁别恨，所以把双眉涂得像远山那么长。回想那如烟往事，痛惜流逝的年华，更容易使人感伤。想唱歌又敛容，想欢笑眉头却紧皱，这日子最令人痛断肝肠。,欧阳修（1007－1072），字永叔，号醉翁，晚号“六一居士”。汉族，吉州永丰（今江西省永丰县）人，因吉州原属庐陵郡，以“庐陵欧阳修”自居。谥号文忠，世称欧阳文忠公。北宋政治家、文学家、史学家，与韩愈、柳宗元、王安石、苏洵、苏轼、苏辙、曾巩合称“唐宋八大家”。后人又将其与韩愈、柳宗元和苏轼合称“千古文章四大家”。
踏莎行·候馆梅残,宋代,欧阳修,候馆梅残，溪桥柳细。#草薰风暖摇征辔。#离愁渐远渐无穷，迢迢不断如春水。#寸寸柔肠，盈盈粉泪。#楼高莫近危阑倚。#平芜尽处是春山，行人更在春山外。,客舍前的梅花已经凋残，溪桥旁新生细柳轻垂，春风踏芳草远行人跃马扬鞭。走得越远离愁越没有穷尽，像那迢迢不断的春江之水。寸寸柔肠痛断，行行盈淌粉泪，不要登高楼望远把栏杆凭倚。平坦的草地尽头就是重重春山，行人还在那重重春山之外。,欧阳修（1007－1072），字永叔，号醉翁，晚号“六一居士”。汉族，吉州永丰（今江西省永丰县）人，因吉州原属庐陵郡，以“庐陵欧阳修”自居。谥号文忠，世称欧阳文忠公。北宋政治家、文学家、史学家，与韩愈、柳宗元、王安石、苏洵、苏轼、苏辙、曾巩合称“唐宋八大家”。后人又将其与韩愈、柳宗元和苏轼合称“千古文章四大家”。
生查子·元夕,宋代,欧阳修,去年元夜时，花市灯如昼。#月上柳梢头，人约黄昏后。#今年元夜时，月与灯依旧。#不见去年人，泪湿春衫袖。,去年正月十五元宵节，花市灯光像白天一样明亮。月儿升起在柳树梢头，他约我黄昏以后同叙衷肠。今年正月十五元宵节，月光与灯光仍同去年一样。再也看不到去年的故人，泪珠儿不觉湿透了衣裳。,欧阳修（1007－1072），字永叔，号醉翁，晚号“六一居士”。汉族，吉州永丰（今江西省永丰县）人，因吉州原属庐陵郡，以“庐陵欧阳修”自居。谥号文忠，世称欧阳文忠公。北宋政治家、文学家、史学家，与韩愈、柳宗元、王安石、苏洵、苏轼、苏辙、曾巩合称“唐宋八大家”。后人又将其与韩愈、柳宗元和苏轼合称“千古文章四大家”。
蝶恋花·庭院深深深几许,宋代,欧阳修,庭院深深深几许，杨柳堆烟，帘幕无重数。#玉勒雕鞍游冶处，楼高不见章台路。#雨横风狂三月暮，门掩黄昏，无计留春住。#泪眼问花花不语，乱红飞过秋千去。,庭院深深，不知有多深？杨柳依依，飞扬起片片烟雾，一重重帘幕不知有多少层。豪华的车马停在贵族公子寻欢作乐的地方，她登楼向远处望去，却看不见那通向章台的大路。春已至暮，三月的雨伴随着狂风大作，再是重门将黄昏景色掩闭，也无法留住春意。泪眼汪汪问落花可知道我的心意，落花默默不语，纷乱的，零零落落一点一点飞到秋千外。,欧阳修（1007－1072），字永叔，号醉翁，晚号“六一居士”。汉族，吉州永丰（今江西省永丰县）人，因吉州原属庐陵郡，以“庐陵欧阳修”自居。谥号文忠，世称欧阳文忠公。北宋政治家、文学家、史学家，与韩愈、柳宗元、王安石、苏洵、苏轼、苏辙、曾巩合称“唐宋八大家”。后人又将其与韩愈、柳宗元和苏轼合称“千古文章四大家”。
渔家傲·花底忽闻敲两桨,宋代,欧阳修,花底忽闻敲两桨。#逡巡女伴来寻访。#酒盏旋将荷叶当。#莲舟荡。#时时盏里生红浪。#花气酒香清厮酿。#花腮酒面红相向。#醉倚绿阴眠一饷。#惊起望。#船头阁在沙滩上。,荷花底下，忽听到双桨击水的声响，不一会，一群女友来把我寻访。摘下荷花当酒杯，采莲船在荷花池中荡漾。粉红色的荷花映酒中，杯里时时翻红浪。清新的荷香、醇美的酒味，搅在一起；粉红的荷花、粉红的脸蛋，同映酒缸。绿色的荷叶丛中，醉了正好躺一躺。一觉醒来抬头望，船头搁浅在沙滩上。,欧阳修（1007－1072），字永叔，号醉翁，晚号“六一居士”。汉族，吉州永丰（今江西省永丰县）人，因吉州原属庐陵郡，以“庐陵欧阳修”自居。谥号文忠，世称欧阳文忠公。北宋政治家、文学家、史学家，与韩愈、柳宗元、王安石、苏洵、苏轼、苏辙、曾巩合称“唐宋八大家”。后人又将其与韩愈、柳宗元和苏轼合称“千古文章四大家”。
渔家傲·花底忽闻敲两桨,宋代,欧阳修,花底忽闻敲两桨。#逡巡女伴来寻访。#酒盏旋将荷叶当。#莲舟荡。#时时盏里生红浪。#花气酒香清厮酿。#花腮酒面红相向。#醉倚绿阴眠一饷。#惊起望。#船头阁在沙滩上。,荷花底下，忽听到双桨击水的声响，不一会，一群女友来把我寻访。摘下荷花当酒杯，采莲船在荷花池中荡漾。粉红色的荷花映酒中，杯里时时翻红浪。清新的荷香、醇美的酒味，搅在一起；粉红的荷花、粉红的脸蛋，同映酒缸。绿色的荷叶丛中，醉了正好躺一躺。一觉醒来抬头望，船头搁浅在沙滩上。,欧阳修（1007－1072），字永叔，号醉翁，晚号“六一居士”。汉族，吉州永丰（今江西省永丰县）人，因吉州原属庐陵郡，以“庐陵欧阳修”自居。谥号文忠，世称欧阳文忠公。北宋政治家、文学家、史学家，与韩愈、柳宗元、王安石、苏洵、苏轼、苏辙、曾巩合称“唐宋八大家”。后人又将其与韩愈、柳宗元和苏轼合称“千古文章四大家”。
浪淘沙·把酒祝东风,宋代,欧阳修,把酒祝东风，且共从容。#垂杨紫陌洛城东。#总是当时携手处，游遍芳丛。#聚散苦匆匆，此恨无穷。#今年花胜去年红。#可惜明年花更好，知与谁同？,端起酒杯向东方祈祷，请你再留些时日不要一去匆匆。洛阳城东垂柳婆娑的郊野小道，就是我们去年携手同游的地方，我们游遍了姹紫嫣红的花丛。欢聚和离散都是这样匆促，心中的遗恨却无尽无穷。今年的花红胜过去年，明年的花儿将更美好，可惜不知那时将和谁相从？,欧阳修（1007－1072），字永叔，号醉翁，晚号“六一居士”。汉族，吉州永丰（今江西省永丰县）人，因吉州原属庐陵郡，以“庐陵欧阳修”自居。谥号文忠，世称欧阳文忠公。北宋政治家、文学家、史学家，与韩愈、柳宗元、王安石、苏洵、苏轼、苏辙、曾巩合称“唐宋八大家”。后人又将其与韩愈、柳宗元和苏轼合称“千古文章四大家”。
凤箫吟·锁离愁,宋代,韩缜,锁离愁，连绵无际，来时陌上初熏。#绣帏人念远，暗垂珠泪，泣送征轮。#长亭长在眼，更重重、远水孤云。#但望极楼高，尽日目断王孙。#消魂。#池塘别后，曾行处、绿妒轻裙。#恁时携素手，乱花飞絮里，缓步香茵。#朱颜空自改，向年年、芳意长新。#遍绿野，嬉游醉眠，莫负青春。,离愁萦绕，看着眼前连绵无际的春草，想起与心上人同游时它们还刚在路边吐出香馨。闺中人想到心上人要远行，暗暗地流下泪珠，哽咽着目送远去的车轮。人已远去她还痴痴地张望，可见到的已是重重远水、片片孤云。她又登楼极目远望，但望穿秋水也难见游子踪影。伤心啊伤心，自从池塘分别后无日不黯然销魂。想当年同游的地方连绿草都妒忌她的罗裙。那时候他携着她的手，在花丛柳絮之中，在翠绿香茵上信步徜徉。如今她的容颜虽已渐渐老去，但心中情意仍像芳草一样年年常新。她要再游遍绿野，忘情嬉戏酣饮，不辜负这珍贵的年少青春。,韩缜（1019～1097）字玉汝，原籍灵寿（今属河北）人，徙雍丘（今河南杞县）。韩绛、韩维之弟。庆历二年进士。英宗时任淮南转运使，神宗时自龙图阁直学士进知枢密院事。曾出使西夏。哲宗立，拜尚书右仆射兼中书侍郎，罢知颍昌府。绍圣四年卒，年七十九，谥庄敏，封崇国公。《宋史》、《东都事略》有传。《全宋词》录其词一首。
桂枝香·金陵怀古,宋代,王安石,登临送目，正故国晚秋，天气初肃。#千里澄江似练，翠峰如簇。#归帆去棹残阳里，背西风，酒旗斜矗。#彩舟云淡，星河鹭起，画图难足。#念往昔，繁华竞逐，叹门外楼头，悲恨相续。#千古凭高对此，谩嗟荣辱。#六朝旧事随流水，但寒烟衰草凝绿。#至今商女，时时犹唱，后庭遗曲。,N/A,王安石（1021年12月18日－1086年5月21日），字介甫，号半山，谥文，封荆国公。世人又称王荆公。汉族，北宋抚州临川人（今江西省抚州市临川区邓家巷人），中国北宋著名政治家、思想家、文学家、改革家，唐宋八大家之一。欧阳修称赞王安石：“翰林风月三千首，吏部文章二百年。老去自怜心尚在，后来谁与子争先。”传世文集有《王临川集》、《临川集拾遗》等。其诗文各体兼擅，词虽不多，但亦擅长，且有名作《桂枝香》等。而王荆公最得世人哄传之诗句莫过于《泊船瓜洲》中的“春风又绿江南岸，明月何时照我还。”
渔家傲·平岸小桥千嶂抱,宋代,王安石,平岸小桥千嶂抱。#柔蓝一水萦花草。#茅屋数间窗窈窕。#尘不到。#时时自有春风扫。#午枕觉来闻语鸟。#欹眠似听朝鸡早。#忽忆故人今总老。#贪梦好。#茫然忘了邯郸道。,峰峦叠嶂，环抱着小桥流水；河水青碧，萦绕着繁花翠草。竹林幽深秀美，几间茅舍静立其中。和煦的春风时时吹拂，使得房屋清洁，纤尘皆无。午睡醒来，满耳都是婉转的鸟鸣。斜倚枕头，想起当年做官时，听早朝的鸡鸣，此情景已恍如隔世。忽然想起故人都已老，自己当然也不例外。如今我贪恋闲适，已忘却了从政建功的美梦。,王安石（1021年12月18日－1086年5月21日），字介甫，号半山，谥文，封荆国公。世人又称王荆公。汉族，北宋抚州临川人（今江西省抚州市临川区邓家巷人），中国北宋著名政治家、思想家、文学家、改革家，唐宋八大家之一。欧阳修称赞王安石：“翰林风月三千首，吏部文章二百年。老去自怜心尚在，后来谁与子争先。”传世文集有《王临川集》、《临川集拾遗》等。其诗文各体兼擅，词虽不多，但亦擅长，且有名作《桂枝香》等。而王荆公最得世人哄传之诗句莫过于《泊船瓜洲》中的“春风又绿江南岸，明月何时照我还。”
浪淘沙令·伊吕两衰翁,宋代,王安石,伊吕两衰翁，历遍穷通。#一为钓叟一耕佣。#若使当时身不遇，老了英雄。#汤武偶相逢，风虎云龙。#兴王只在谈笑中。#直至如今千载后，谁与争功！,伊尹和吕尚两位老人，困窘和顺利的境遇全都经历过了。他俩一位是钓鱼翁，一位是奴仆。如果两位英雄遇不到英明的君主，最终也只能老死于山野之中。他们偶然与成汤和周武王相遇，英明的君主得到了贤臣，犹如云生龙、风随虎一般，谈笑中建起了王业。到现在已几千年了，谁又能与他们所建立的丰功伟业一争高下呢？,王安石（1021年12月18日－1086年5月21日），字介甫，号半山，谥文，封荆国公。世人又称王荆公。汉族，北宋抚州临川人（今江西省抚州市临川区邓家巷人），中国北宋著名政治家、思想家、文学家、改革家，唐宋八大家之一。欧阳修称赞王安石：“翰林风月三千首，吏部文章二百年。老去自怜心尚在，后来谁与子争先。”传世文集有《王临川集》、《临川集拾遗》等。其诗文各体兼擅，词虽不多，但亦擅长，且有名作《桂枝香》等。而王荆公最得世人哄传之诗句莫过于《泊船瓜洲》中的“春风又绿江南岸，明月何时照我还。”
清平乐·春晚,宋代,王安国,留春不住，费尽莺儿语。#满地残红宫锦污，昨夜南园风雨。#小怜初上琵琶，晓来思绕天涯。#不肯画堂朱户，春风自在杨花。,怎么也未能把春天留住，白白地让黄莺唱个不停。满地都是脏污的红锦落花，是昨夜一场风雨的侵凌。小怜姑娘刚刚弹起琵琶，拂晓她思绪万千萦绕天庭。看那不肯进入豪门大户的杨花，自由自在地漫舞春风。,王安国（1028年-1074年）字平甫，王安石大弟。熙宁进士。北宋临川（今江西省东乡县上池村）人。北宋著名诗人。世称王安礼、王安国、王雱为“临川三王”。王安国器识磊落，文思敏捷，曾巩谓其“于书无所不通，其明于是非得失之理为尤详，其文闳富典重，其诗博而深。
卜算子·送鲍浩然之浙东,宋代,王观,水是眼波横，山是眉峰聚。#欲问行人去那边？#眉眼盈盈处。#才始送春归，又送君归去。#若到江南赶上春，千万和春住。,水像美人流动的眼波，山如美人蹙起的眉毛。想问行人去哪里？到山水交汇的地方。刚送走了春天，又要送你回去。假如你到江南，还能赶上春天的话，千万要把春天的景色留住。,王观(1035--1100)，字通叟，生于如皋(今江苏如皋)，北宋著名词人。王安石为开封府试官时，他得中科举及第。宋仁宗嘉佑二年(1057年)，考中进士。　　其后，历任大理寺丞、江都知县等职，在任时作《扬州赋》，宋神宗阅后大喜，大加褒赏；又撰《扬州芍药谱》一卷，遂被重用为翰林学士净土。
临江仙·梦后楼台高锁,宋代,晏几道,梦后楼台高锁，酒醒帘幕低垂。#去年春恨却来时。#落花人独立，微雨燕双飞。#记得小蘋初见，两重心字罗衣。#琵琶弦上说相思。#当时明月在，曾照彩云归。,深夜梦回楼台朱门紧锁，宿酒醒后帘幕重重低垂。去年的春恨涌上心头时，人在落花纷扬中幽幽独立，燕子在微风细雨中双双翱飞。记得与小苹初次相见，她穿着两重心字香熏过的罗衣。琵琶轻弹委委倾诉相思。当时明月如今犹在，曾照着她彩云般的身影回归。,晏几道（1030-1106，一说1038—1110，一说1038-1112），男，汉族，字叔原，号小山，著名词人，抚州临川文港沙河（今属江西省南昌市进贤县）人。晏殊第七子。历任颍昌府许田镇监、乾宁军通判、开封府判官等。性孤傲，晚年家境中落。词风哀感缠绵、清壮顿挫。一般讲到北宋词人时，称晏殊为大晏，称晏几道为小晏。《雪浪斋日记》云：“晏叔原工小词，不愧六朝宫掖体。”如《鹧鸪天》中的“舞低杨柳楼心月，歌尽桃花扇底风”等等词句，备受人们的赞赏。
蝶恋花·醉别西楼醒不记,宋代,晏几道,醉别西楼醒不记。#春梦秋云，聚散真容易。#斜月半窗还少睡。#画屏闲展吴山翠。#衣上酒痕诗里字。#点点行行，总是凄凉意。#红烛自怜无好计。#夜寒空替人垂泪。,醉中告别西楼，醒后全无记忆。犹如春梦秋云，人生聚散实在太容易。半窗斜月微明，我还是缺少睡意，彩画屏风空展出吴山碧翠。衣上有宴酒的痕迹，聚会所赋的诗句，点点行行，总唤起一番凄凉意绪。红烛自悲自怜也无计解脱凄哀，寒夜里空替人流下伤心泪。,晏几道（1030-1106，一说1038—1110，一说1038-1112），男，汉族，字叔原，号小山，著名词人，抚州临川文港沙河（今属江西省南昌市进贤县）人。晏殊第七子。历任颍昌府许田镇监、乾宁军通判、开封府判官等。性孤傲，晚年家境中落。词风哀感缠绵、清壮顿挫。一般讲到北宋词人时，称晏殊为大晏，称晏几道为小晏。《雪浪斋日记》云：“晏叔原工小词，不愧六朝宫掖体。”如《鹧鸪天》中的“舞低杨柳楼心月，歌尽桃花扇底风”等等词句，备受人们的赞赏。
清平乐·留人不住,宋代,晏几道,留人不住，醉解兰舟去。#一棹碧涛春水路，过尽晓莺啼处。#渡头杨柳青青，枝枝叶叶离情。#此后锦书休寄，画楼云雨无凭。,想留住情郎却无济于事，他酒醉后登上画船，扬帆而去。碧波荡漾的春江中，那船儿一定乘风疾驶，黄莺啼晓之声，会充满他的耳际。渡口空空荡荡只剩下杨柳郁郁青青，枝枝叶叶都满含着别意离情。从此后休要寄锦书再诉衷情，画楼里的欢娱不过是一场春梦，那山盟海誓毕竟空口无凭。,晏几道（1030-1106，一说1038—1110，一说1038-1112），男，汉族，字叔原，号小山，著名词人，抚州临川文港沙河（今属江西省南昌市进贤县）人。晏殊第七子。历任颍昌府许田镇监、乾宁军通判、开封府判官等。性孤傲，晚年家境中落。词风哀感缠绵、清壮顿挫。一般讲到北宋词人时，称晏殊为大晏，称晏几道为小晏。《雪浪斋日记》云：“晏叔原工小词，不愧六朝宫掖体。”如《鹧鸪天》中的“舞低杨柳楼心月，歌尽桃花扇底风”等等词句，备受人们的赞赏。
